id;N. PG Atto;Anno PG Atto;Classificazione incarico;Descrizione incarico;Data inizio incarico;Data fine incarico;Durata incarico (gg);Compenso previsto (Euro);Struttura conferente;Responsabile della struttura conferente
237;;;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-10-06;2020-09-15;;1130.3;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
240;;;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2020-10-06;2020-09-15;;1130.3;DR.SSA SILVIA MARREDDU;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA
243;93281;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-04-23;2015-04-23;1;99.04;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
252;93492;2015;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2015-08-06;2015-06-08;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
257;195645;2019;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-06-25;2019-07-09;5;693.28;AREA PERSONALE E ORGANIZZAZIONE;Mariagrazia Bonzagni
260;163537;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-03-05;2021-05-21;;854.4;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
261;163537;2021;Z1;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-03-05;2021-05-21;;854.4;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
263;163537;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-03-05;2021-05-21;;854.4;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
266;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-12-05;2022-05-30;3;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
268;184965;2018;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2018-05-17;2018-05-24;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;MARIAGRAZIA BONZAGNI
273;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-07-06;2022-06-07;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
275;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-06-15;2022-06-15;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
276;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-06-20;2022-06-20;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
277;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-06-20;2022-06-20;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
278;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-12-09;2022-09-15;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
279;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-19;2022-09-19;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
280;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-21;2022-09-21;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
282;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-23;2022-09-23;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
283;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-27;2022-09-29;2;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
284;208430;2022;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2022-09-29;2022-09-29;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;DANIELA GEMELLI
287;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-04-27;2021-04-27;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
288;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-04-27;2021-04-27;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
291;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-10-05;2021-05-10;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
292;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-10-05;2021-05-10;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
295;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-05-20;2021-05-20;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
297;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-05-25;2021-05-25;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
300;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-08-06;2021-06-08;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
301;157600;2021;Z2;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-10-06;2021-06-10;1;0.0;AREA PERSONALE E ORGANIZZAZIONE;Daniela Gemelli
304;375461;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-04-06;2024-08-04;;731.68;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
307;375461;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-04-06;2024-08-04;;731.68;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
314;375461;2024;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2024-04-06;2024-08-04;;731.68;AREA PROGRAMMAZIONE, STATISTICA E PRESIDIO SISTEMI DI CONTROLLO INTERNI;DR.SSA SILVIA MARREDDU
350;215326;2021;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2021-05-13;2021-06-07;;1054.65;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR.SSA SILVIA MARREDDU
356;237932;2019;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
375;237932;2019;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
392;237932;2019;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
394;237932;2019;Z5;"Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Collaborazioni coordinate e continuative.; Incarichi di docenza e formazione rivolti a personale interno all' Amministrazione. Consulenze specialistiche.; altri incarichi rivolti a personale interno. Consulenze specialistiche";2019-01-10;2019-12-20;;1487.8;AREA PROGRAMMAZIONE CONTROLLI E STATISTICA;DR. FRANCO CHIARINI
